roundness,perimeter_ratio_to_diameter,compactness,eccentricity,aspect_ratio,rectangularity,narrow_factor,perimeter_ratio_major_minor,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,hu7,mean_R,mean_G,mean_B,std_R,std_G,std_B,skewness_R,skewness_G,skewness_B,kurtosis_R,kurtosis_G,kurtosis_B,contrast,correlation,energy,homogeneity,class
0.52404,3.7118,4.8969,0.36174,1.0726,0.75437,1.1064,2.1253,0.16611,0.000135,0.000312,0.000001,0,0,0,77.321,63.647,28.617,12.246,15.023,19.163,0.66136,0.19123,0.74001,8.0321,7.47,5.5589,0.15864,0.98827,0.24271,0.93048,11
0.52368,3.5399,4.8986,0.2464,1.0318,0.76352,1.1904,2.1399,0.1638,0.000026,0.000168,0,0,0,0,76.175,64.166,27.036,13.003,15.696,19.889,0.38919,0.076369,0.40386,5.4067,4.9736,2.9251,0.14413,0.98933,0.24018,0.93329,11
0.51811,3.5027,4.9249,0.35444,1.0694,0.76061,1.1858,2.1464,0.16471,0.000122,0.000214,0,0,0,0,78.161,66.194,33.585,13.279,15.933,19.729,0.45901,0.061154,0.36931,7.4126,6.5891,4.6522,0.14238,0.98947,0.25458,0.93615,11
0.57066,3.2688,4.6926,0.43188,1.1087,0.75957,1.1882,2.0422,0.16544,0.00029,0.000317,0.000001,0,0,0,70.819,60.063,30.987,12.424,15.098,18.702,0.34788,0.023453,0.19173,5.9114,5.8631,3.5406,0.13163,0.99069,0.25219,0.9392,11
0.51784,3.4976,4.9261,0.30288,1.0493,0.74761,1.1888,2.1291,0.16739,0.000065,0.000509,0,0,0,0,70.395,58.169,18.403,12.528,15.586,17.86,0.51749,-0.005066,1.0919,6.5873,5.8543,4.7744,0.1235,0.99191,0.27998,0.94493,11
0.56214,3.3645,4.728,0.34463,1.0653,0.77105,1.1955,2.0748,0.16244,0.000105,0.000113,0,0,0,0,73.756,60.94,21.012,12.915,16.53,18.925,0.45996,-0.009033,0.70718,5.29,5.0688,3.5346,0.15892,0.98814,0.23501,0.92611,11
0.53494,3.5769,4.8468,0.41035,1.0966,0.7603,1.1283,2.1108,0.16511,0.00023,0.00027,0,0,0,0,74.232,60.937,21.819,13.158,16.303,19.434,0.61443,0.11201,0.96156,6.3751,5.7936,4.6139,0.15644,0.98919,0.24704,0.92922,11
0.5339,3.508,4.8515,0.29549,1.0467,0.7703,1.1864,2.1284,0.16244,0.000055,0.000128,0,0,0,0,73.135,58.451,15.185,11.322,15.379,16.098,0.39828,-0.19514,1.2811,6.2374,5.939,5.5903,0.15772,0.98862,0.25966,0.92848,11
0.55916,3.5368,4.7406,0.42322,1.1037,0.76043,1.1126,2.0645,0.16518,0.000264,0.000305,0.000001,0,0,0,73.913,60.806,26.917,13.471,17.302,20.138,0.24224,-0.29113,0.42918,5.2184,4.9038,3.2342,0.1507,0.98908,0.23127,0.9305,11
0.45364,3.7317,5.2632,0.19379,1.0193,0.75998,1.2178,2.294,0.16451,0.00001,0.000152,0,0,0,0,72.644,60.792,14.466,13.556,16.902,18.099,0.84135,0.12142,1.6789,7.8904,5.3412,7.2222,0.1477,0.98996,0.25751,0.9342,11
0.46928,3.6524,5.1748,0.30849,1.0513,0.76218,1.2064,2.2582,0.16421,0.000067,0.000271,0,0,0,0,68.958,57.759,8.2159,13.899,16.835,14.416,0.32322,0.066282,2.7129,5.9642,5.1784,14.54,0.14413,0.99029,0.27067,0.93575,11
0.56505,3.5455,4.7159,0.42608,1.1054,0.76282,1.105,2.0568,0.16469,0.00027,0.000212,0,0,0,0,72.577,60.702,16.536,13.111,16.396,18.518,0.45569,-0.05436,1.4057,6.1215,5.7855,5.9007,0.14604,0.98975,0.25561,0.93457,11
0.52236,3.6137,4.9048,0.28938,1.0447,0.7677,1.1635,2.1482,0.16298,0.000051,0.000136,0,0,0,0,70.54,56.404,7.7716,11.188,15.034,12.669,1.0198,0.54129,2.6812,8.4081,7.0465,15.236,0.13953,0.99007,0.31707,0.93874,11
0.4591,3.6947,5.2318,0.49813,1.1533,0.73606,1.1313,2.2386,0.17155,0.00059,0.000602,0.000001,0,0,0,74.134,62.738,23.263,13.679,16.566,19.78,0.61601,0.056218,0.85066,6.6326,5.4556,4.5426,0.13814,0.99071,0.26005,0.93905,11
0.47783,3.5598,5.1283,0.2191,1.0249,0.74526,1.2284,2.2134,0.16778,0.000017,0.000386,0,0,0,0,71.879,58.761,8.6882,13.313,16.574,13.928,1.0041,0.25001,2.2693,8.9204,4.754,10.273,0.14094,0.99063,0.27731,0.9383,11
0.52152,3.5471,4.9087,0.26491,1.037,0.75608,1.1816,2.1338,0.16543,0.000036,0.000225,0.000001,0,0,0,70.399,55.228,9.2668,12.505,16.672,14.907,0.63058,-0.021607,2.2268,5.9187,5.1902,9.6053,0.15248,0.98952,0.28216,0.93342,11
0.4778,3.4382,5.1284,0.30946,1.0516,0.74475,1.2552,2.2122,0.16805,0.000071,0.000406,0,0,0,0,70.87,60.152,6.1038,14.245,17.137,12.534,0.45298,-0.11341,3.0503,7.1602,5.2446,16.094,0.14429,0.99061,0.27455,0.93751,11
0.52319,3.3741,4.9009,0.37469,1.0786,0.75216,1.213,2.1237,0.16666,0.000158,0.000379,0,0,0,0,82.383,75.104,43.272,13.579,14.892,17.886,0.31305,0.1947,-0.25839,7.3408,5.7336,4.5481,0.10735,0.99112,0.31101,0.95177,11
0.52414,3.6248,4.8964,0.39495,1.0885,0.7471,1.1191,2.1142,0.16791,0.000202,0.000389,0.000001,0,0,0,75.964,66.458,18.702,12.692,14.955,17.893,0.57997,0.32578,1.1146,7.0717,5.8283,5.0287,0.16911,0.98724,0.23745,0.92471,11
0.51378,3.5136,4.9456,0.18399,1.0174,0.75346,1.2113,2.1464,0.16592,0.000008,0.000394,0,0,0,0,71.455,59.84,12.52,13.505,16.776,17.181,0.63606,0.23419,1.9481,6.6045,5.2236,8.8542,0.15066,0.98971,0.26354,0.93363,11
0.53808,3.4997,4.8326,0.31527,1.0537,0.76077,1.1733,2.1068,0.16453,0.000074,0.00021,0,0,0,0,74.892,64.114,16.44,13.101,16.724,19.12,0.62856,0.060275,1.5059,6.1534,5.2658,6.4613,0.16111,0.9884,0.24,0.92762,11
0.58314,3.4141,4.6421,0.3493,1.0672,0.76558,1.1516,2.0298,0.16362,0.000113,0.000223,0,0,0,0,72.473,62.04,15.13,12.369,15.631,17.168,0.34548,-0.068286,1.4205,6.2705,5.4216,6.6116,0.15286,0.9881,0.24365,0.9296,11
0.56352,3.4708,4.7223,0.29822,1.0477,0.75722,1.1567,2.0541,0.16526,0.000059,0.000297,0.000001,0,0,0,85.606,78.089,49.968,11.696,13.226,16.1,0.36475,0.25745,-0.22402,7.6823,6.1588,5.6655,0.1005,0.99062,0.35728,0.95452,11
0.48759,3.477,5.0766,0.36212,1.0728,0.7541,1.2241,2.2029,0.16617,0.000136,0.000311,0,0,0,0,75.899,65.589,19.576,13.038,15.5,18.068,0.76235,0.28669,1.0738,8.5943,5.7278,5.3096,0.14941,0.98932,0.24838,0.93295,11
0.58627,3.2902,4.6297,0.39311,1.0876,0.76192,1.1778,2.0188,0.16464,0.00019,0.000291,0,0,0,0,72.62,56.509,10.14,12.097,16.204,14.73,0.52644,0.048201,1.9596,5.9564,5.3507,8.4802,0.1434,0.98985,0.27672,0.93442,11
0.50568,3.6153,4.985,0.28869,1.0445,0.7587,1.1752,2.1705,0.16491,0.000051,0.000204,0,0,0,0,76.47,63.46,30.491,13.938,17.066,20.8,0.48288,-0.005612,0.28895,4.8942,5.0344,2.8845,0.15108,0.98888,0.23448,0.93066,11
0.54938,3.635,4.7827,0.2819,1.0423,0.76322,1.1259,2.0887,0.16392,0.000046,0.000199,0,0,0,0,73.647,60.167,24.227,13.392,16.635,19.972,0.27924,-0.16809,0.60319,6.2469,4.9719,3.2334,0.14977,0.98908,0.23949,0.93108,11
0.56313,3.4532,4.7239,0.074811,1.0028,0.76431,1.1943,2.0649,0.16355,0,0.000222,0,0,0,0,83.706,65.486,23.942,13.654,17.408,20.897,0.32473,0.048033,0.63577,4.6302,4.7593,3.0148,0.15665,0.98796,0.23617,0.92766,11
0.49706,3.5892,5.0281,0.33962,1.0632,0.74847,1.1754,2.174,0.16732,0.000105,0.000339,0,0,0,0,82.424,71.181,18.94,14.57,17.181,20.455,0.20474,-0.18317,1.0039,4.5393,4.2489,3.5821,0.15417,0.98834,0.24827,0.92968,11
0.49215,3.8611,5.0531,0.55852,1.2056,0.74495,1.0288,2.1712,0.17074,0.000996,0.000331,0.000004,0,0,0,74.039,61.85,18.393,10.869,13.704,16.586,0.7895,0.1034,1.0708,8.3438,6.7631,5.4873,0.16612,0.98758,0.24603,0.92515,11
0.5652,3.415,4.7152,0.39128,1.0866,0.76346,1.1573,2.0582,0.16429,0.000185,0.00028,0.000001,0,0,0,74.212,56.625,12.909,12.666,16.829,16.705,0.22387,-0.30903,1.5479,5.6842,5.2624,5.9219,0.14317,0.98988,0.26524,0.93501,11
0.47031,3.6094,5.1691,0.2392,1.0299,0.74941,1.2216,2.2372,0.16687,0.000024,0.000413,0,0,0,0,74.963,62.595,16.016,12.236,15.417,17.863,0.6929,0.14322,1.4813,7.4273,6.2076,6.9055,0.15982,0.98896,0.24884,0.92969,11
0.55814,3.4925,4.745,0.33903,1.063,0.76532,1.1528,2.0745,0.16363,0.0001,0.000176,0,0,0,0,69.58,56.738,8.5676,11.659,15.219,14.285,0.77408,0.033429,2.3867,7.0695,5.9585,11.766,0.13305,0.99082,0.30593,0.94128,11
0.53975,3.3867,4.8251,0.40526,1.0939,0.76661,1.1927,2.1102,0.16371,0.000215,0.000232,0.000001,0,0,0,74.708,61.116,10.372,11.794,14.271,15.541,0.7486,0.30802,2.2099,6.5733,6.5469,10.863,0.14681,0.98957,0.27038,0.93426,11
0.57972,3.2927,4.6558,0.47082,1.1335,0.75786,1.1562,2.0226,0.16623,0.000429,0.0004,0.000002,0,0,0,69.551,55.582,15.216,12.731,16.968,16.72,0.40087,-0.18651,1.1122,5.4212,4.9206,4.1888,0.14592,0.98979,0.26298,0.93239,11
0.55611,3.3977,4.7536,0.24974,1.0327,0.76416,1.2035,2.0774,0.16366,0.000028,0.000193,0,0,0,0,86.691,75.135,49.18,12.34,14.279,17.737,0.033873,0.016343,-0.48498,5.8564,5.5662,4.1789,0.12078,0.98973,0.32298,0.94673,11
0.528,3.5995,4.8785,0.41671,1.1001,0.74539,1.1157,2.1036,0.16846,0.000257,0.000311,0.000003,0,0,0,70.525,60.165,14.306,11.775,14.687,16.188,0.85348,0.24078,1.4198,6.9742,5.9702,6.1443,0.17341,0.98641,0.25732,0.924,11
0.504,3.531,4.9933,0.21912,1.0249,0.75292,1.2121,2.1662,0.16607,0.000017,0.000293,0,0,0,0,70.371,57.779,13.472,12.262,15.24,16.364,0.66042,0.11596,1.5832,6.1421,5.7598,6.4925,0.15107,0.98974,0.27828,0.93416,11
0.58658,3.3411,4.6285,0.34486,1.0654,0.77378,1.1806,2.0347,0.16187,0.000105,0.000046,0,0,0,0,68.411,62.586,6.0122,13.678,16.656,12.433,0.5832,0.21758,3.6201,6.4162,5.3627,23.468,0.16435,0.98746,0.26135,0.92701,11
0.55288,3.4679,4.7675,0.3196,1.0553,0.76722,1.1721,2.0872,0.16316,0.000077,0.000146,0,0,0,0,75.203,64.395,22.86,13.821,16.017,19.597,0.31094,0.05148,0.77351,5.9253,6.0122,3.9566,0.15464,0.98869,0.24028,0.93069,11
0.48997,3.626,5.0643,0.34457,1.0652,0.74681,1.1694,2.1872,0.16771,0.000112,0.000368,0.000001,0,0,0,74.329,61.174,24.52,13.85,17.495,19.801,0.42873,0.007438,0.65993,5.6638,5.1961,3.7791,0.16365,0.98857,0.2384,0.92739,11
0.54891,3.5531,4.7847,0.42874,1.1069,0.75539,1.1124,2.0766,0.16633,0.000283,0.000338,0.000001,0,0,0,66.176,56.746,9.471,12.246,15.387,14.963,0.7343,0.17656,2.4327,7.3662,5.9508,11.998,0.11701,0.99231,0.31214,0.94789,11
0.55169,3.3542,4.7726,0.10142,1.0052,0.75998,1.2372,2.0803,0.16448,0.000001,0.000274,0,0,0,0,68.828,57.741,11.111,14.597,19.064,16.977,0.76103,0.13055,2.1953,6.0055,4.7346,10.184,0.17354,0.98821,0.24787,0.92305,11
0.56908,3.4343,4.6991,0.38367,1.0829,0.76185,1.1477,2.0492,0.1646,0.000171,0.000186,0,0,0,0,74.154,62.71,19.736,12.74,15.727,17.564,0.31181,-0.051522,0.91037,7.2402,5.8543,4.4598,0.16013,0.98834,0.24062,0.92802,11
0.47559,3.8248,5.1403,0.48497,1.1435,0.74846,1.0873,2.2185,0.16851,0.000504,0.000266,0.000001,0,0,0,74.296,59.241,20.163,10.788,13.636,16.838,0.46642,-0.034016,0.74531,7.6367,6.4407,3.7914,0.14825,0.98971,0.26289,0.93388,11
0.50417,3.8457,4.9925,0.53942,1.1876,0.75023,1.0318,2.1542,0.16908,0.000829,0.000297,0.000005,0,0,0,68.559,54.323,4.9329,11.814,16.203,10.832,0.3432,-0.066518,3.3693,7.0248,4.8485,19.824,0.13415,0.99084,0.30327,0.9427,11
0.55303,3.5414,4.7668,0.41466,1.0989,0.75803,1.1179,2.0728,0.16563,0.000243,0.000124,0.000003,0,0,0,65.919,52.529,5.9783,12.884,17.053,12.294,0.61906,0.11991,3.1525,6.8323,5.0477,17.753,0.15449,0.98915,0.29689,0.93551,11
0.58644,3.2707,4.6291,0.47282,1.1349,0.7641,1.1613,2.0192,0.1649,0.000431,0.000341,0.000001,0,0,0,71.23,62.842,8.2125,12.746,15.252,14.198,0.51383,0.28528,2.7667,6.8482,6.3577,15.288,0.1407,0.99007,0.26979,0.93667,11
0.5489,3.5085,4.7848,0.3485,1.0669,0.7566,1.1484,2.0799,0.16556,0.000115,0.00036,0,0,0,0,73.665,63.03,20.08,13.121,16.057,19.311,0.42415,0.007238,0.92723,5.9703,5.0349,3.9951,0.15018,0.98944,0.24646,0.93109,11
0.51528,3.5223,4.9384,0.40048,1.0913,0.75259,1.1643,2.14,0.16673,0.000211,0.000273,0.000001,0,0,0,72.445,57.26,17.421,13.359,17.27,18.305,0.50272,-0.11987,1.2081,5.3999,5.3158,5.0506,0.14262,0.99049,0.26292,0.93682,11
0.52606,3.5131,4.8875,0.41518,1.0992,0.75502,1.153,2.121,0.1663,0.000246,0.000284,0,0,0,0,72.967,59.167,16.241,11.801,15.188,17.571,0.65167,0.24117,1.3354,6.5175,5.6321,5.6669,0.13163,0.99136,0.28049,0.94244,11
0.5362,3.4548,4.8411,0.34476,1.0653,0.75744,1.1816,2.1056,0.16536,0.000109,0.000359,0.000001,0,0,0,76.466,65.813,21.395,12.171,14.528,17.953,0.083097,-0.2087,0.63848,5.6187,5.8861,3.3892,0.14761,0.98927,0.25034,0.9332,11
0.51679,3.6951,4.9312,0.50089,1.1554,0.75039,1.0755,2.1303,0.16832,0.000583,0.000289,0.000004,0,0,0,75.312,66.855,18.52,16.854,19.686,20.658,0.62749,-0.005522,1.1435,5.4752,3.9054,4.4293,0.16839,0.98676,0.21722,0.92439,11
0.49455,3.6685,5.0408,0.49984,1.1546,0.74055,1.1005,2.1634,0.17054,0.000593,0.000491,0.000003,0,0,0,73.43,59.91,24.818,12.508,15.767,18.837,0.71403,0.10076,0.78088,8.2431,5.9858,4.6609,0.15792,0.98891,0.24428,0.92931,11
0.55834,3.4663,4.7441,0.37329,1.0779,0.76057,1.1496,2.0672,0.16481,0.000152,0.00019,0.000001,0,0,0,74.924,61.781,26.621,13.074,16.627,20.775,0.47227,-0.10461,0.71803,5.9684,5.6676,4.1237,0.14787,0.98939,0.24084,0.9327,11
0.55588,3.2028,4.7546,0.48382,1.1426,0.75489,1.2066,2.0609,0.16706,0.00049,0.000424,0.000002,0,0,0,71.482,61.381,21.902,14.174,16.92,20.161,0.28467,-0.022078,0.84878,5.4782,5.0484,3.9852,0.16449,0.98835,0.23703,0.92738,11
0.53063,3.5521,4.8664,0.22686,1.0268,0.75886,1.1778,2.1195,0.16478,0.000019,0.000325,0,0,0,0,74.457,66.393,37.744,14.214,16.007,19.596,0.40312,0.087288,0.12319,6.6483,6.194,4.3175,0.1458,0.98906,0.24518,0.9334,11
0.54663,3.2694,4.7946,0.47186,1.1342,0.76201,1.2021,2.0886,0.16534,0.000429,0.000284,0.000001,0,0,0,67.16,51.256,13.983,11.524,16.093,16.457,0.81872,0.19255,1.7347,8.5061,6.0682,8.7177,0.12258,0.99209,0.316,0.94606,11
0.55241,3.5053,4.7695,0.35227,1.0685,0.76019,1.1477,2.0781,0.16479,0.000119,0.0003,0,0,0,0,72.816,61.32,20.351,12.872,15.232,19.28,0.85533,0.45551,1.2135,7.316,6.7246,6.0988,0.15272,0.98931,0.25677,0.93178,11
0.71467,3.0233,4.1933,0.23242,1.0282,0.75252,1.1866,1.8186,0.16617,0.000021,0.000499,0.000005,0,0,0,50.479,48.268,1.7899,18.218,20.292,6.6578,0.21428,-0.001074,5.2434,4.3838,3.5919,38.218,0.16315,0.99043,0.25842,0.92139,12
0.58018,3.3896,4.654,0.28441,1.0431,0.73569,1.1531,1.9955,0.17006,0.000051,0.000542,0.000006,0,0,0,62.01,42.402,1.798,15.218,21.569,7.08,0.86055,0.39418,5.6276,6.807,4.2339,43.489,0.16568,0.99041,0.26114,0.92138,12
0.57406,3.3306,4.6787,0.14493,1.0107,0.74955,1.2098,2.0253,0.16678,0.000003,0.000409,0.000005,0,0,0,73.743,62.641,14.169,14.475,18.381,17.854,0.96868,0.3861,1.2923,6.295,4.9236,4.2972,0.16041,0.98918,0.2467,0.92283,12
0.64539,2.6964,4.4126,0.66612,1.3408,0.73509,1.2117,1.8715,0.17741,0.002559,0.001063,0.00008,0,0.000004,0,62.566,59.861,5.7397,19.326,21.811,13.908,0.38096,0.12078,3.0409,4.1047,3.6113,13.045,0.15166,0.99051,0.25108,0.92711,12
0.66627,2.8527,4.3429,0.59859,1.2484,0.75778,1.1861,1.8787,0.16903,0.001361,0.00049,0.000022,0,0.000001,0,64.784,64.218,16.347,18.744,19.291,19.716,0.55974,0.36511,1.2754,5.9709,5.1001,4.3856,0.17154,0.98817,0.22981,0.91721,12
0.66852,3.2047,4.3356,0.27818,1.0411,0.75923,1.1553,1.8885,0.16477,0.000044,0.000372,0.000002,0,0,0,63.338,57.047,13.859,16.298,19.453,17.439,0.75452,0.30939,1.2199,5.4325,4.3689,3.8136,0.16422,0.98928,0.24338,0.92091,12
0.69748,2.7419,4.2446,0.54544,1.1931,0.73567,1.2156,1.8133,0.17257,0.000909,0.000861,0.00004,0,0.000001,0,73.804,71.885,4.1543,17.367,20.224,11.92,0.060823,-0.23281,3.3909,3.3268,3.2496,15.091,0.13908,0.9903,0.24886,0.93245,12
0.63029,3.0587,4.4651,0.436,1.1112,0.74375,1.1943,1.9227,0.169,0.000315,0.000738,0.000019,0,0,0,63.406,50.046,5.3673,16.053,21.258,12.128,0.84384,0.32105,2.9148,5.6869,4.1917,12.582,0.14015,0.99169,0.2706,0.932,12
0.6349,3.0163,4.4489,0.48149,1.141,0.74178,1.1893,1.9117,0.16998,0.000497,0.000782,0.000017,0,0,0,62.084,51.889,7.2605,14.443,18.439,12.447,1.2135,0.55633,2.2245,8.5332,5.6242,8.5254,0.14992,0.9909,0.2872,0.92828,12
0.69017,2.6611,4.267,0.63942,1.3006,0.74222,1.2113,1.8223,0.17426,0.002005,0.0007,0.000051,0,0.000002,0,69.312,67.896,5.2232,17.216,19.392,13.339,0.18709,-0.073228,3.113,4.2704,3.863,13.117,0.15494,0.98946,0.23883,0.92491,12
0.58428,2.7494,4.6376,0.66071,1.3322,0.72293,1.2426,1.9515,0.18007,0.002528,0.00137,0.000103,0,0.000005,0,83.487,89.465,7.2375,19.511,19.126,16.714,0.12571,0.052447,2.5477,3.023,2.8389,9.0777,0.14484,0.98807,0.25013,0.92905,12
0.60615,2.7192,4.5532,0.73123,1.466,0.7416,1.1909,1.9252,0.18104,0.004364,0.00061,0.000079,0,0.000005,0,75.363,77.52,10.476,23.684,25.741,19.019,0.17027,-0.050438,2.0378,2.8889,2.8935,6.6767,0.16397,0.98788,0.2127,0.92056,12
0.5727,2.8029,4.6843,0.69554,1.3918,0.73136,1.2115,1.9759,0.18034,0.003311,0.00111,0.00009,0,0.000005,0,64.699,62.204,12.218,18.413,20.463,18.359,0.29519,-0.013776,1.576,3.9629,3.5868,4.9109,0.1711,0.98877,0.23324,0.91879,12
0.68329,3.1715,4.2885,0.24927,1.0326,0.75824,1.1587,1.8669,0.16494,0.000028,0.000345,0.000001,0,0,0,64.863,53.151,5.901,15.316,19.458,12.332,0.99038,0.46059,2.7097,7.3237,5.1219,11.255,0.14539,0.99092,0.27912,0.92972,12
0.67364,3.3404,4.3191,0.45294,1.1217,0.75972,1.0641,1.8792,0.16562,0.000358,0.000382,0,0,0,0,62.319,54.314,8.3178,14.761,18.62,13.527,0.90535,0.28091,1.9389,6.9811,4.975,6.9141,0.15676,0.99008,0.27118,0.92425,12
0.50217,3.3661,5.0024,0.40797,1.0953,0.73899,1.2207,2.1479,0.16985,0.000238,0.000704,0.000013,0,0,0,59.481,54.56,6.6395,16.994,19.921,13.27,1.0956,0.59842,2.8037,7.09,5.2039,12.599,0.16085,0.99018,0.27305,0.92354,12
0.61505,3.006,4.5201,0.49134,1.1481,0.73908,1.2065,1.9383,0.17074,0.000549,0.000692,0.000018,0,0,0,66.486,58.756,10.165,15.245,18.556,15.4,0.89794,0.38401,1.742,6.2223,4.8494,5.8711,0.14353,0.99093,0.27028,0.93078,12
0.64944,2.907,4.3988,0.52973,1.179,0.73945,1.1984,1.8849,0.17134,0.000782,0.00086,0.000033,0,0.000001,0,61.225,58.521,10.646,15.03,17.41,14.352,0.82032,0.32579,1.5457,7.2463,5.43,5.2044,0.15669,0.99016,0.27935,0.92534,12
0.70077,3.135,4.2346,0.29802,1.0476,0.74939,1.1424,1.8324,0.16698,0.00006,0.000566,0.000004,0,0,0,63.338,58.068,9.8957,16,19.252,15.406,0.91453,0.41638,1.7587,6.515,5.0283,5.7815,0.17811,0.98776,0.25077,0.91462,12
0.60692,3.1311,4.5503,0.37802,1.0801,0.7374,1.2007,1.9523,0.17002,0.000171,0.000705,0.000011,0,0,0,59.471,54.944,7.7573,16.555,18.817,13.852,0.86412,0.45912,2.234,6.776,5.2465,8.4385,0.14646,0.99113,0.28397,0.93021,12
0.71715,3.0101,4.186,0.33585,1.0617,0.75723,1.1745,1.8205,0.16537,0.000098,0.000433,0.000004,0,0,0,65.04,64.515,15.794,17.17,18.216,19.593,0.51886,0.31083,1.189,5.137,4.4682,3.6727,0.16309,0.98858,0.23435,0.92122,12
0.73465,2.9898,4.1358,0.31936,1.0553,0.75581,1.1707,1.7971,0.16562,0.000079,0.00045,0.000006,0,0,0,61.658,56.363,6.4325,15.785,19.015,12.122,0.7674,0.2965,2.3983,6.3055,4.7675,9.5007,0.17813,0.98831,0.25688,0.91461,12
0.68245,3.1207,4.2911,0.18943,1.0184,0.74752,1.1781,1.855,0.16725,0.000009,0.00044,0.000009,0,0,0,65.197,52.201,3.0086,14.488,19.944,8.8606,1.0536,0.36055,4.0548,7.3116,4.6415,22.902,0.16221,0.98974,0.27232,0.92277,12
0.61833,2.9562,4.5081,0.51016,1.1627,0.72898,1.2075,1.9191,0.17342,0.000673,0.000981,0.000032,0,0.000001,0,64.889,52.568,4.2693,15.235,20.019,10.951,1.0908,0.41715,3.6654,7.405,4.8248,19.827,0.14755,0.99113,0.28484,0.92957,12
0.67004,3.0438,4.3307,0.4093,1.096,0.75176,1.1784,1.8755,0.16697,0.000233,0.000581,0.000011,0,0,0,61.415,55.07,7.5996,16.478,19.698,13.771,0.82395,0.38993,2.1781,6.386,4.7954,7.882,0.16416,0.98975,0.26283,0.92101,12
0.68047,3.0408,4.2974,0.28167,1.0422,0.75026,1.1991,1.8607,0.16675,0.000047,0.000495,0.000008,0,0,0,65.665,57.968,12.408,16.182,19.975,17.077,0.76922,0.23743,1.4671,5.9925,4.6299,4.7088,0.16246,0.98943,0.24622,0.92167,12
0.72392,3.0674,4.1664,0.3216,1.0561,0.75424,1.1479,1.8085,0.16598,0.000082,0.000461,0.000003,0,0,0,67.482,60.047,12.908,13.942,17.174,15.827,1.1374,0.5092,1.2624,7.0253,5.3709,4.153,0.20121,0.98258,0.24754,0.90418,12
0.67951,2.8981,4.3004,0.45892,1.1255,0.74564,1.2077,1.8535,0.16881,0.000395,0.000695,0.000017,0,0,0,57.863,50.867,1.6455,14.81,18.913,6.7795,1.1142,0.43969,6.5335,8.0863,5.0337,58.559,0.1674,0.98986,0.28617,0.92098,12
0.72638,3.032,4.1593,0.29957,1.0481,0.76089,1.1688,1.8136,0.16446,0.00006,0.000323,0.000002,0,0,0,57.224,48.518,3.087,15.864,20.478,8.9844,1.0718,0.45973,4.2052,7.3712,4.7819,25.105,0.18815,0.98847,0.2582,0.9106,12
0.64547,3.2928,4.4123,0.27589,1.0404,0.75922,1.1447,1.9219,0.16477,0.000042,0.000344,0.000001,0,0,0,62.495,56.837,10.56,15.851,18.945,15.077,0.8215,0.34313,1.5879,6.9382,5.0395,5.3264,0.17225,0.9889,0.25402,0.91707,12
0.6316,2.7364,4.4605,0.68797,1.3779,0.737,1.1921,1.8903,0.1784,0.003059,0.001082,0.000082,0,0.000005,0,63.755,56.354,2.488,16.789,21.583,9.2314,0.75478,0.15339,4.8796,5.7284,3.9791,30.542,0.16088,0.99015,0.26254,0.92296,12
0.65596,3.1388,4.3769,0.18288,1.0172,0.74562,1.1939,1.8896,0.16767,0.000008,0.000635,0.000004,0,0,0,58.913,50.561,4.8733,16.305,19.833,10.952,0.87925,0.43462,2.9664,6.8347,5.0052,13.114,0.15111,0.991,0.27992,0.92745,12
0.50441,3.1796,4.9913,0.56502,1.212,0.72887,1.2174,2.1208,0.17468,0.001101,0.00114,0.000071,0,0.000002,0,64.417,55.367,3.3795,14.769,18.195,9.3795,1.1298,0.50879,3.9291,7.8754,5.7007,22.123,0.14195,0.99134,0.30037,0.93262,12
0.66848,3.0954,4.3357,0.2487,1.0324,0.74837,1.1925,1.8751,0.16712,0.000028,0.000469,0.000004,0,0,0,67.575,58.019,7.7812,14.259,18.232,13.401,1.2667,0.46814,2.153,7.9964,5.314,7.9801,0.14963,0.99044,0.27592,0.92752,12
0.55484,2.7989,4.7591,0.73476,1.4742,0.73486,1.2005,2.002,0.18307,0.004582,0.000857,0.000127,0,0.000008,0,71.692,62.613,15.432,16.439,20.069,18.988,1.0054,0.50852,1.3684,6.4773,4.7766,4.7649,0.15807,0.98941,0.24569,0.9251,12
0.57464,3.098,4.6763,0.50321,1.1572,0.73339,1.2017,1.9971,0.17226,0.000624,0.000958,0.000022,0,0.000001,0,64.668,52.241,10.462,15.693,20.808,15.892,1.0923,0.47686,1.7885,7.2077,4.6677,6.0069,0.15801,0.99039,0.26471,0.92428,12
0.66662,3.1846,4.3418,0.20236,1.0211,0.75356,1.1712,1.8844,0.16591,0.000012,0.000517,0.000002,0,0,0,67.64,52.998,9.5919,14.758,19.779,14.523,1.1569,0.42608,1.7738,7.8556,5.1375,6.1371,0.15706,0.9902,0.26806,0.92429,12
0.62669,2.5838,4.4779,0.74844,1.5078,0.70558,1.1856,1.8418,0.19231,0.005597,0.00225,0.000305,0,0.000023,0,66.479,61.991,3.5772,15.92,18.973,9.5525,0.4235,0.088676,3.4784,4.9736,4.124,16.769,0.17374,0.98891,0.25687,0.91797,12
